id,max pitch,min pitch,mean pitch,num change points,standard deviation,zero cross,loudness
97.0,1680.413818359375,147.70822143554688,678.6512451171875,242.0,384.52178955078125,300.0,0.4314790666103363
98.0,1507.513916015625,147.6497039794922,606.3650512695312,129.0,339.9887390136719,169.0,0.3094213604927063
99.0,1663.8453369140625,148.7844696044922,589.8438110351562,82.0,376.3054504394531,133.0,0.4237113296985626
100.0,1295.232666015625,145.9028778076172,482.2608337402344,44.0,267.1091003417969,60.0,0.5242363810539246
101.0,2517.40087890625,149.13128662109375,670.0181274414062,89.0,604.546142578125,127.0,0.5785797834396362
102.0,1767.8525390625,146.1654815673828,542.1709594726562,115.0,348.0511169433594,151.0,0.43856778740882874
103.0,1789.2421875,217.04640197753906,532.5115356445312,95.0,300.9155578613281,138.0,0.5184207558631897
104.0,1753.8551025390625,147.1858673095703,661.7494506835938,198.0,363.9483337402344,257.0,0.5307431221008301
105.0,1412.2587890625,147.07537841796875,590.5878295898438,143.0,339.5486755371094,173.0,0.34121114015579224
106.0,2402.595703125,147.90493774414062,1172.7269287109375,65.0,886.33154296875,82.0,0.34183377027511597
107.0,1474.62841796875,145.72496032714844,711.328125,150.0,388.2538757324219,218.0,0.1744697391986847
108.0,3593.95166015625,145.82791137695312,936.1206665039062,66.0,978.7728881835938,100.0,0.29815515875816345
109.0,1692.0335693359375,151.4954833984375,529.68212890625,84.0,346.8786926269531,138.0,0.6010053157806396
110.0,2194.42822265625,145.6797332763672,592.1385498046875,292.0,422.0082092285156,350.0,0.42665794491767883
111.0,2418.695556640625,145.97607421875,622.5030517578125,250.0,414.4964294433594,363.0,0.3723001480102539
112.0,3888.733642578125,147.15452575683594,684.2525024414062,248.0,540.5442504882812,340.0,0.4746539294719696
113.0,1669.340576171875,147.8321075439453,594.6376342773438,181.0,324.31787109375,207.0,0.45945000648498535
114.0,1478.3935546875,146.38449096679688,602.3316040039062,152.0,329.3515930175781,193.0,0.3688594698905945
115.0,2690.833251953125,145.58607482910156,623.4114990234375,207.0,367.3936462402344,267.0,0.4408654570579529
116.0,2509.418212890625,145.39637756347656,790.7600708007812,51.0,668.501953125,87.0,0.7700743079185486
117.0,3225.69677734375,145.50189208984375,791.9830932617188,68.0,645.7310791015625,103.0,0.5236819386482239
118.0,1565.18994140625,150.58560180664062,641.7111206054688,97.0,384.1982727050781,148.0,0.9308886528015137
119.0,2516.892333984375,145.556396484375,674.6429443359375,249.0,387.1029357910156,373.0,0.625635027885437
120.0,1735.38916015625,145.44769287109375,592.543212890625,139.0,342.143310546875,255.0,0.5373700857162476
121.0,2809.030517578125,145.9989776611328,637.4386596679688,155.0,440.0582275390625,235.0,0.5029276013374329
122.0,1462.6243896484375,145.4010467529297,590.4334716796875,113.0,337.05328369140625,133.0,0.4130336046218872
123.0,3638.41357421875,155.58111572265625,1166.803955078125,127.0,949.1461791992188,192.0,0.48152396082878113
124.0,3562.206298828125,146.27398681640625,626.1930541992188,52.0,680.4290771484375,80.0,0.47478047013282776
125.0,2622.73828125,152.19313049316406,643.6318969726562,152.0,399.2394104003906,186.0,0.22275060415267944
126.0,1789.156494140625,145.58090209960938,628.6163330078125,159.0,432.5277099609375,254.0,0.5417280197143555
127.0,3960.83251953125,146.39892578125,927.033447265625,301.0,677.8543701171875,402.0,0.3226454257965088
128.0,2361.466064453125,148.86959838867188,1023.0223388671875,84.0,807.5586547851562,125.0,0.35292455554008484
129.0,2466.088623046875,145.57443237304688,816.8660278320312,231.0,699.6800537109375,329.0,0.5122557282447815
130.0,1505.0428466796875,145.62698364257812,443.1000061035156,86.0,261.3778991699219,106.0,0.6627185344696045
131.0,2666.25439453125,148.21824645996094,974.3873901367188,114.0,897.6524658203125,183.0,0.32899248600006104
132.0,2468.838134765625,146.5682830810547,647.2310791015625,216.0,418.76055908203125,284.0,0.4150768220424652
133.0,2753.13671875,183.63412475585938,1000.1629638671875,150.0,806.7050170898438,254.0,0.4669041335582733
134.0,1705.1715087890625,146.46351623535156,678.4946899414062,228.0,384.135498046875,274.0,0.3738161623477936
135.0,1475.980712890625,146.01333618164062,558.0872192382812,102.0,298.25323486328125,149.0,0.558479368686676
136.0,1780.9552001953125,145.7962188720703,707.9393310546875,212.0,375.7866516113281,263.0,0.6056267023086548
137.0,1477.5196533203125,145.8599853515625,655.7363891601562,128.0,393.0200500488281,163.0,0.31162407994270325
138.0,2672.39599609375,157.07907104492188,781.4942016601562,280.0,575.9088745117188,357.0,0.6235501170158386
139.0,3334.762939453125,145.60751342773438,762.477294921875,119.0,599.6632690429688,146.0,0.6028981804847717
140.0,2688.97802734375,145.6006317138672,745.1723022460938,162.0,533.7914428710938,270.0,0.5104610323905945
141.0,2475.765380859375,147.75299072265625,664.8154907226562,80.0,565.7698974609375,133.0,0.46970516443252563
142.0,1419.3743896484375,154.28111267089844,577.5244750976562,119.0,326.7703552246094,157.0,0.2547946870326996
143.0,3767.817138671875,145.5099639892578,685.4712524414062,239.0,483.1881408691406,365.0,0.3939419388771057
144.0,2443.099365234375,145.4483642578125,992.7944946289062,77.0,764.7357177734375,115.0,0.5145750045776367
145.0,2695.391845703125,227.260009765625,992.1484985351562,176.0,672.5169677734375,279.0,0.5216935276985168
146.0,2939.40966796875,171.3621063232422,1106.1279296875,259.0,786.0042724609375,387.0,0.5497003197669983
147.0,1507.350830078125,160.27456665039062,490.7727966308594,76.0,250.54559326171875,124.0,0.6558234691619873
148.0,1601.3895263671875,146.12176513671875,589.8009643554688,155.0,351.5758361816406,224.0,0.5341866612434387
149.0,1314.20263671875,145.95553588867188,511.4327087402344,51.0,277.1552429199219,74.0,0.35896462202072144
150.0,1420.0587158203125,156.84063720703125,611.5586547851562,111.0,347.84625244140625,173.0,0.5334829092025757
151.0,3997.670654296875,160.06813049316406,983.4765625,41.0,1149.8033447265625,69.0,0.12099545449018478
152.0,2646.234619140625,156.9191131591797,590.7061767578125,5.0,683.6802978515625,42.0,0.46092626452445984
153.0,2688.84716796875,175.7777099609375,1230.087646484375,80.0,979.1387329101562,106.0,0.5434934496879578
154.0,2865.350830078125,146.89346313476562,1093.92724609375,94.0,921.3348388671875,147.0,0.2875487208366394
155.0,2630.850341796875,147.29672241210938,1110.681396484375,45.0,994.23681640625,75.0,0.38408347964286804
