id,max pitch,min pitch,mean pitch,num change points,standard deviation,zero cross,loudness,amplitude envelope,band energy ratio,spectral centroid,spectral bandwidth,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,0
74.0,-0.5190554947489223,-0.136934727399105,-0.7914397810290733,-0.487338066889535,-0.2827294768220993,-0.4755565731444927,-0.6276091476140125,-0.665929997005706,-0.3028075452410249,-0.3103790480770548,0.1669755301558234,0.1622718216776984,0.4547659886707615,0.2122832787251392,0.7250937244707228,0.1561115031465134,1.1048101038767215,-1.0543774079857442,1.3209435463635828,-0.0347454557494762,0.8750660453666125,-0.5970656577627386,1.2003249460230443,-0.3445192527634967,is_ga
1319.0,-1.4686053371232295,-0.2026997229147971,-0.659594869576483,0.0596708527535874,-1.1226509624627727,-0.3798593888836565,-0.2761714182134599,-0.3112026866467666,-0.1734405599915254,-0.4708111725653242,-0.4400585196162964,0.3736683367657087,0.7949206580367211,-0.0597292897545403,-0.5004987416977283,-0.4678456964993555,0.1627651498229776,0.1388942566562394,0.0603485545344502,0.5172834228006667,0.4943400659855162,0.2900562266809007,0.0354141882279355,-0.7788910179317393,is_ni
256.0,0.6260095795493531,-0.2120559742737303,-1.001397515204905,-0.571153949738078,-0.0769129648469453,-0.5942708743469765,-0.2866470998684006,-0.4864593343317164,-0.244612621891315,-0.2472898131947936,0.3882263640192843,0.1602900716784055,0.004380428225909,0.8083581131552224,1.5403211631131253,1.3898829763957536,-0.9194612294754938,-0.5264038307157404,-0.1217657608905479,0.7239681530920411,-0.1528575615400693,-1.3942495244654576,-0.8302661786369385,-0.5697265160573445,is_ni
844.0,1.1421241581663153,-0.193207098575664,-0.2135711475650793,0.5360979763137264,0.5453427390017268,-0.3446875262084071,0.1629081398261992,0.2695279840974427,-0.1047412781546318,-0.5346791796070299,-0.6618796421221944,0.3971045170286676,0.8476731987804247,-0.4365730250751684,0.7141993546833524,-0.0056352320862534,0.8608205692400622,-1.0999499155399082,-1.4042867662275191,-0.2013916543496455,0.3423777561281616,0.6886333920237478,0.3706288921938171,0.329850185788471,is_ni
191.0,1.100615010066088,-0.2165105070745298,-0.5346905645411727,0.0729049395191468,0.3074624183736716,-0.5153821302838991,-1.2011327007275037,-1.1600473492900651,-0.0867088578846154,-0.4302229945009537,-0.1218186583048902,-0.7233942561385115,0.1796089531780233,1.0764975486255026,0.5029093119783622,-1.1177121399913397,1.376430907902325,2.0702925379839647,-0.7118420950761591,-2.7700453908584235,0.2934558084897148,2.419902573352461,-2.749830979421076,-1.5389290904316255,is_sa
428.0,-0.1936258810591615,0.0330473578769311,-0.2438819652911154,0.1876003581539951,-0.5321461074952578,-0.0804551614971301,0.0933593568894591,0.3484067766072854,-0.2343375625156913,-0.155473228847734,-0.0379516787395547,0.4576355191600459,0.0570081491297171,-0.9886516131233096,-1.177665216641642,-1.2425170034592985,-0.356420753290225,0.7695015564203015,-0.8848298430084118,-0.5112935478841173,-0.2526705521118013,0.2791691203959189,-0.0083029824292533,-1.5977882095279394,is_ma
1103.0,1.1397035245436995,-0.0551958147702626,0.6308111260387935,-0.0285563923501419,0.9565188818727391,0.0538995977245603,-0.302190548901188,-0.3241734643779622,0.0805741715827018,-0.256402751210386,-0.7572022273844579,0.1069789964126795,0.342818305945989,-1.0095788637790728,-0.4712469613445899,-1.0456673654600908,-0.1563232923209174,0.6446779203998937,-0.152147162763242,-1.2440367660890614,-0.7510181938413572,-0.4567427900534806,1.6447213496423274,-1.514697973285887,is_dha
1426.0,0.7411549698307847,-0.1803893099798004,0.0782166361448835,-0.4608698933584161,1.0836579100432284,0.1946745727132546,-0.0059185058534537,-0.020395464733698,-0.4202333109555901,0.6049188374069433,1.5302703271833138,0.2520275345126038,-0.8218152855888965,1.4894138566059505,0.1956575035386823,-0.9242496431611422,-1.6835397584841345,-0.1621812813909763,0.1759558223496754,-0.9057889310041946,-1.8257226856372064,1.273556390410626,-0.8779717920123141,-0.26278308559407,is_dha
177.0,1.1341472411482818,-0.2006406975395043,1.0484910442716218,0.3508207615958946,1.8832480237511264,5.908215438288439,-1.7794677430828636,-1.7284082621093306,-0.5154675282259364,4.504458713271005,4.302945156565931,-3.352857744227024,-1.758715968686854,2.409521831557593,-0.5114288841495005,1.397748758486978,0.4977150514445294,1.6866045344454312,2.200004011143509,1.5688551053938409,2.071650319017157,0.8550028324935235,0.296186350204393,1.7913201755520598,is_pa
1015.0,-0.4951516653555373,-0.2054027053172233,-0.7697477857128496,-0.4211676330617379,-0.4418338543914579,-0.574497043897238,-0.0043393813990723,-0.1496343859035972,0.4261712564988807,-0.6597178922218814,-1.0416325294048936,0.0727471509067906,0.5866449686565784,-0.8152699873119958,0.7768833755553752,0.4936955729700935,0.5716124091090911,-0.0537845970438949,-0.7640223424926921,1.4258218758040344,-0.2164556254286903,0.3678554877351845,-0.3637480348468855,-0.2958323724367598,is_ga
