num_change_points_diff,std_diff,mean_amplitude_envelope_diff,loudness_diff,zero_cross_diff,ber_diff,spectral_centroid_diff,spectral_bandwidth_diff,label
-7.0,-288.10931396484375,0.0009979047,0.0029580574,-0.023730468749999997,[-2.1107655  5.7353325 30.663023  10.920666   1.7719269],-327.9878861203971,-184.88946141047495,transition
-1.0,-27.08209228515625,0.011444545,0.0083347345,-0.02685546875,[ 6.582513  12.591797  38.595867   2.2937164 -1.3259807],-575.8204130631475,-260.6545034768169,transition
2.0,-222.54031372070312,-0.0043561365,-0.0022414494,-0.007910156249999998,[  1.3196249   4.1502256 -22.759521  -17.692724    0.4657488],-196.1718037625178,-50.27828537797768,transition
22.0,73.55667114257812,-0.0051900763,-0.005378645,0.009374999999999998,[ -8.392241 -21.06983  -33.157597 -21.918825 -15.682363],249.93455390651377,282.1557356005221,transition
-4.0,518.818115234375,-0.007049056,-0.006075408,0.016308593749999996,[  0.3064146   1.0211773 -21.396595  -22.53386   -12.305234 ],593.2815004074507,384.7806663567533,transition
0.0,-264.473876953125,-0.0109144505,-0.007376956,-0.0007812500000000007,[  3.521618    7.6123276  17.653797  -22.636793   -2.987009 ],-273.16831486373326,-143.52142946481604,transition
-20.0,520.681884765625,0.0018722224,0.0012979665,-0.03662109375,[2.1782322 2.862154  3.831749  4.514741  4.430065 ],94.55425906880237,-111.46303211956956,transition
12.0,124.52301025390625,-0.013289006,-0.010049788,0.001367187500000002,[  2.1369314  11.602726  -23.711067  -40.18401    -8.174996 ],226.11334938019945,177.99061580260377,transition
6.0,3.845611572265625,-0.004839584,-0.0031109452,-0.011132812499999999,[ 43.070976  15.343786 -49.796173 -63.248802 -67.3955  ],43.93402661988034,211.97693977608765,transition
-17.0,-191.73377990722656,0.0134126125,0.008256926,-0.009960937499999996,[ 1.8823986 15.792911  30.309725  13.622266  -3.0466528],-385.3752455910569,-494.17024700525644,transition
24.0,476.832275390625,0.0020424426,-0.004267264,0.012792968750000001,[  8.995848    9.8827095  -8.826197  -20.190754   -3.214531 ],159.9081477729428,-21.820825316924584,transition
-2.0,388.51904296875,-0.005315423,-0.009512728,0.04990234375,[-0.95855045 -6.7751007  -8.959179   -7.461151   -0.46492672],801.1409037631163,368.13845141048523,transition
7.0,-130.83447265625,0.03017611,0.021566868,-0.012500000000000004,[-3.6059637 -3.109067   5.261346   3.4798937 -1.2046165],133.7346227997673,57.85056073999294,transition
-19.0,-262.2723388671875,-0.010959722,-0.007639682,-0.018847656249999997,[ 6.0694027  10.853496    8.303589   -0.95074844 -8.503268  ],-404.71715784756,-185.29014162720296,transition
-20.0,411.50445556640625,0.008716848,0.002764064,0.13251953125,[-17.312885   -13.359605    -3.6589332   -2.4443521    0.54383826],2216.8742121940913,338.1873881290617,transition
1.0,237.8702392578125,0.011525866,0.007096771,0.010644531249999999,[3.9851227 9.46956   9.78271   3.5929632 6.255995 ],-401.9389139959435,-544.5941993328047,transition
32.0,282.7073974609375,-0.0355195,-0.025392666,0.05791015625,[ -7.96202  -12.178491 -12.521638 -15.325279 -18.048462],1065.9813979707512,572.5850121780609,transition
-1.0,449.8851013183594,-0.005814314,-0.00642444,0.0220703125,[-7.689478  -5.1194577  3.5623322  4.209525   3.2228835],-312.5034448338761,-315.37561621514305,transition
8.0,66.07489013671875,0.005738035,0.0016002413,0.027246093750000002,[-0.36509228 -3.1410637  -2.737277    3.7052927   2.7434092 ],347.2262130295544,-74.40096497142531,transition
1.0,-887.6953125,-0.00332658,-0.0042998902,0.05966796875000001,[-12.80817  -15.968664 -18.252075  -6.929185  -4.215681],1478.6575161135863,596.4998803856743,transition
-22.0,-135.57293701171875,0.022051923,0.01656067,-0.005566406249999996,[13.054606  9.119942 11.292019  8.734228  3.123989],-199.85689030343337,-250.76352690444446,transition
60.0,453.56463623046875,-0.001803916,-0.009579655,0.20966796875,[ -0.51670265  -8.686481   -85.720276   -21.104328    -7.231228  ],2406.588394030904,-83.80828035766399,transition
11.0,-787.0537109375,0.0006280076,0.0009616809,-0.005078124999999999,[-20.799866 -27.399828 -23.543364 -18.703562 -12.842718],129.60515475911484,347.50864188056084,transition
-4.0,-60.783203125,-0.003221388,-0.0017379504,0.0020507812500000014,[ 23.530693    24.836916    11.9682045    0.05817032 -14.690311  ],-172.1942501055446,-173.82492337165877,transition
8.0,165.86878967285156,-0.024824053,-0.018984951,0.009179687500000002,[ 24.431349  27.47897  -58.210945 -74.55023  -37.455032],91.72099611497947,32.45862481561676,transition
23.0,162.242919921875,0.009654806,0.0061549563,0.013085937500000002,[ 8.540891  10.11334   -1.9490738 35.799034  11.288788 ],-81.66807971137905,-236.54989380398865,transition
10.0,76.525146484375,-0.010729454,-0.007908352,-0.0016601562499999993,[  8.529425    2.8788776 -18.38631   -24.137615  -18.095549 ],133.10978988763986,169.1655639018304,transition
-14.0,-149.72955322265625,-0.0017141143,-0.0011291516,-0.0380859375,[-32.884815 -64.862274 -65.1653   -50.110065  13.249207],-327.4489405236627,367.2522014028016,transition
8.0,-6.546875,-2.726074e-06,-1.7390859e-06,-0.019628906250000022,[-0.27480733 -0.33700144 -0.18730462 -0.20697486 -0.22374654],167.00862426023104,27.82231646802029,transition
-28.0,-338.928955078125,-0.00010369107,-9.6664444e-05,-0.116796875,[2.388711  4.2405334 4.4244785 2.581524  7.6598525],-737.9087793803683,299.28187760983724,transition
12.0,239.1081085205078,0.0014283992,-0.00023457687,0.015722656249999998,[  1.7655449 -11.685537  -26.83471   -53.21093   -55.112312 ],467.61901658344414,285.68161855283483,transition
-2.0,87.75979614257812,-0.0016588252,-0.0011001676,0.005273437500000002,[-46.123905  -47.71646    -3.6946335  23.539206    6.0576096],233.40258670753224,285.060643785622,transition
1.0,167.3055419921875,0.008171053,0.004955972,0.008593749999999997,"[-1.2593842e-01  6.8717499e+00  5.4837830e+02  1.4459026e+01
  2.9389782e+00]",175.40367291153132,-116.71730074681182,transition
0.0,7.209259033203125,-0.0010793563,-0.0011196006,-0.00830078125,[-13.7264805 -18.122566   84.427795  135.90387    60.609375 ],-56.50067730977912,-89.4477532806111,transition
6.0,-146.32467651367188,-0.008270526,-0.005008745,-0.008398437500000001,[  -2.005373   -5.946314 -979.6233    -37.94158    -7.798545],121.97716082290663,310.0628743400066,transition
7.0,-475.49932861328125,-0.0092648445,-0.0063026855,-0.003320312500000002,[   4.568612     9.002742  -101.97071     -5.043709     1.4809322],-278.7427101378123,-168.46636458806233,transition
0.0,-142.6689910888672,-0.008085674,-0.0040811636,-0.002343750000000002,[-299.74414  -512.5795   -429.58527   -74.74783   -21.986992],172.5926738159476,561.6641080934644,transition
5.0,75.550048828125,0.00392914,0.0013128668,0.00830078125,[  -3.6343174    6.038788  -292.3378     -70.91547    -12.161917 ],228.3569580231723,215.29726556073683,transition
16.0,335.7492980957031,-0.029074758,-0.022889692,0.005566406250000003,[ 33.18801    30.624605    7.918087   -5.4858856 -24.768051 ],-28.884243397087175,-252.09064807753134,transition
15.0,163.74734497070312,0.005717851,0.0018182844,0.015234375000000001,[ 11.679924   -1.5824127 -11.703922  -29.04462    -5.25045  ],220.82353863528647,43.38065811584261,transition
-3.0,-368.621337890625,-0.010924123,-0.0059847683,-0.006542968750000003,[-16.826832  -13.37462    17.873352   -6.6268883  -7.6567774],-145.59648108272336,117.49952899445816,transition
0.0,27.7462158203125,-1.7869752e-05,-0.00010027364,-0.035839843749999996,[ 6.8056564  9.257198   9.885635   4.022558  -3.5514774],-335.5351000000087,-138.1001463818393,transition
-12.0,216.21990966796875,0.0028015978,0.002070516,-0.02578125,[ 9.169676  13.11216   21.284948   3.325491  -3.2267103],-428.1505896821393,-119.95431888156986,transition
0.0,10.767257690429688,-0.0090360725,-0.006153995,-0.005468750000000001,[   3.1273012   15.686974  -167.33887     93.8781     111.111115 ],-120.12321694546165,-201.61336711538024,transition
21.0,-51.703521728515625,0.0026503615,0.0009398591,-0.0022460937499999972,[-27.36998    -41.86331    -58.12278     -4.548622     0.17010784],119.02364836558422,274.2087818732896,transition
-1.0,33.600067138671875,-0.00060246326,-0.0022024326,-0.00732421875,[-22.7473    -32.48522   -27.005814   -6.072777   -2.4056673],281.63161794180485,313.7506738133184,transition
7.0,142.28939819335938,-0.017685365,-0.014266433,-0.0030273437500000014,[-25.499685 -44.529457 -36.063137 -19.860046 -14.540831],207.2126431335721,322.00075591530094,transition
5.0,34.565185546875,-0.008577067,-0.009390752,0.013964843750000004,[-24.695974 -30.861012 -16.021368 -14.24922   -7.86473 ],655.0155053549372,666.73314975881,transition
3.0,-129.8028564453125,0.03717032,0.02702441,0.004785156249999999,[-6.828157  -9.217407  -6.367819  -3.8488102  2.0814753],315.8136879073918,315.0824458881989,transition
7.0,-117.19552612304688,-0.0009703934,-0.0014882609,-0.005078124999999996,[ -3.4380445 -11.794898  -13.813201    1.0440102   3.565094 ],-86.60553707243821,145.63432070528143,transition
13.0,557.739990234375,-0.019039297,-0.013641008,0.018847656249999997,[  2.9869862  -6.945595  -27.207376  -27.071133  -25.450924 ],522.4023400034537,468.7933342947367,transition
4.0,160.04034423828125,-0.0032652542,-0.0028594965,0.005078125000000003,[-7.816313   7.4403543 14.751673  10.460236   0.437644 ],-1.2958202064371562,-185.47813440553455,transition
5.0,-103.33132934570312,-0.0041888207,-0.0020545553,-0.023730468750000004,[-11.417702    5.1827297  13.297169    6.2232704   4.6026154],-447.78049877713215,-198.36468712248188,transition
2.0,402.9920654296875,0.0023908522,0.0007674536,0.02783203125,[-4.8028383 -9.569937  -6.5792637 10.490714  17.044865 ],-70.43497809621476,-189.0610381790534,transition
10.0,93.18359375,0.0102909375,0.0047589205,0.040234374999999996,[ 6.4221926   0.88360405 -5.4227953   1.6089659   1.4224195 ],245.83744704064407,-148.81247818791644,transition
3.0,341.550048828125,-0.009200841,-0.005086355,-0.0607421875,[-1.6049616  2.2547574  6.829067  10.354337  10.821122 ],-1245.1437263153557,-531.7259851636682,transition
-19.0,-38.19647216796875,0.04786082,0.03183698,-0.020800781250000004,[23.744446 31.981693 32.345844 30.440966  9.836853],-542.4186246484919,-611.5512005624746,transition
-9.0,-262.586669921875,0.0065107327,0.0052409954,-0.0388671875,[-3.1121573 -6.3128586 13.498088  30.343765  17.727661 ],-535.1190475301071,-296.21865364492555,transition
16.0,105.72512817382812,0.007198466,0.0060841944,0.008398437500000001,[-24.82183    -12.770996    46.764202     9.962254     0.37269783],53.06540208575825,7.794188829881023,transition
-4.0,202.52120971679688,-0.00023985095,0.00063165464,0.0028320312499999986,[ 26.078276   11.838169   -2.2070847 -28.759308  -21.526157 ],17.301715009419013,-51.92159735547807,transition
-6.0,-388.9539489746094,0.00019194558,0.0017066374,-0.013769531249999998,[ -4.4324036 -10.6222315  14.719986   66.60273    40.089993 ],-314.2432732329505,-229.03662672879614,transition
12.0,167.15667724609375,0.011323471,0.0068433075,0.017968750000000002,[ 3.46138   7.759762 16.576042 45.788906 45.93677 ],32.16050873872109,-300.5052432446171,transition
-8.0,-21.026458740234375,-0.0104998695,-0.007739668,-0.00439453125,[ 21.42083     1.4487915 -24.978226  -26.498274  -20.895348 ],-71.53693319358035,54.39203793561137,transition
7.0,-83.73052978515625,-0.0030136982,-0.0021678517,-0.04453125000000001,[  -9.396418  -93.44645  -257.44522   -79.035904   27.517174],-431.1953946205085,27.213054311108408,transition
11.0,-32.23138427734375,-1.9965337e-05,-1.6921149e-05,0.06943359375,[-4.241171   -4.9955354  -2.9388165  -1.5314941   0.29339504],614.8902952733633,337.0594576660187,transition
4.0,-231.26461791992188,0.00063243473,0.0002184179,-0.11884765625000002,[ 1.6795869 12.593788  29.123472  33.895836  15.549269 ],-1614.852889817511,-392.35151224889,transition
6.0,61.1868896484375,-0.008106128,-0.0063787047,0.00810546875,[ -11.40778    -27.15596   -202.11792     16.203487     3.5890665],268.54078753729436,271.19069156193746,transition
19.0,894.221923828125,-0.0185555,-0.014384174,0.18759765625,[  38.80271    20.680138 -590.79694  -504.855    -302.99487 ],1993.5170507366042,473.0600285359453,transition
1.0,153.5924072265625,0.0014022277,0.00062656705,0.017480468749999978,[-1.173526   -0.8046464  -0.49595243 -0.48190653 -0.33845776],157.2028140659968,361.1059725618645,transition
-13.0,-466.3301086425781,-0.010239572,-0.006470643,-0.015625,[ 32.70637   14.519569 -77.135895 -55.112335 -44.750233],-142.23174291696864,59.72605814755502,transition
-13.0,-30.487548828125,-0.016213778,-0.008690358,-0.012207031250000003,[  2.994276    2.4055653  -4.6447296 -18.78421    -5.284771 ],-42.261937355322516,35.56052187818591,transition
3.0,-167.5338134765625,-0.005126848,-0.0035693115,-0.008496093750000003,[-10.967148  -11.372364   -1.8999581   6.3448195   9.706528 ],-80.07566677850946,15.296185709931251,transition
3.0,422.08697509765625,-0.00094092265,-0.0007050922,0.00244140625,[ 26.429102  22.434273  43.397964  10.045631 -29.475733],-15.881901415663833,-114.55957828204441,transition
-11.0,355.2209777832031,0.01741971,0.012759189,-0.06025390625,[ 9.08728  21.254135 25.838102 13.142196 18.513065],-1310.9548195745801,-1016.793072091856,transition
4.0,281.638916015625,-0.0065535735,-0.0058688447,0.0078125,[ 4.1486626 14.211395  43.8298    10.868359  -6.126319 ],154.20519353245618,-59.93403986201611,transition
36.0,681.728271484375,-0.02174656,-0.019241177,0.07255859375,[-20.389683 -41.56424  -48.452522 -32.770264  -6.301058],1466.6051613857385,1014.4106459787745,transition
-1.0,86.49398803710938,-0.0072666295,-0.006716205,-0.0005859375000000014,[-15.122484 -27.504623   8.127647 -30.465832  -9.514595],191.49769698137413,212.76242793620258,transition
4.0,-98.714599609375,-0.0063894866,-0.005377586,0.0031249999999999993,[  80.924934   85.73288  -122.773926 -117.40211   -51.546204],7.235248150815096,27.762100700706014,transition
15.0,44.2801513671875,-0.0051873336,-0.004498432,-0.0023437499999999986,[ -6.5406647 -10.84985    64.7056    -11.563751   -1.6481533],66.5546677797962,89.51939936626559,transition
7.0,30.05999755859375,0.000362664,-6.587338e-05,0.007910156250000001,[ 185.77556   177.57039   214.24796   -14.927063 -160.83766 ],133.45754612252972,-130.11787812259445,transition
-4.0,-0.9791336059570312,-0.000206886,-0.00015350223,0.004003906250000001,[ 7.665206  4.354909 -6.269615 -8.04641  -9.27371 ],249.46880665109666,101.69374096425418,transition
1.0,322.2669677734375,0.00037919584,0.00018424215,0.02490234375,[-1.6522627 -1.4398937 -1.3476756 -0.6677079  1.9621091],60.85033227093845,-163.36840648386396,transition
9.0,57.107635498046875,-0.0019138539,-0.0012220973,0.0012695312500000007,[ 5.53854   11.4168415 22.404053  -4.409008  -2.6631947],-87.83379242542355,-59.913371372142365,transition
15.0,-524.1776123046875,0.02145655,0.015125598,-0.27607421875,[14.316588 15.73002  19.519133 19.3312    5.258028],-3094.8760155478403,-482.82926249064235,transition
22.0,244.87594604492188,-0.018747706,-0.013809444,0.0015625000000000014,[ -9.567455 -23.597597 -24.078644 -21.51051  -32.887733],200.27382973344538,278.94145002298933,transition
13.0,489.44000244140625,-0.0005709529,-0.0014881939,0.01748046875,[ -5.667655 -22.401253 -37.571976 -19.2553    -8.071844],598.1488095456862,495.1142530397917,transition
-43.0,-56.731109619140625,-4.4209883e-05,-0.0010293312,-0.011621093750000002,[-3.5793896 -2.3999443 -5.727785  -9.213253   5.207649 ],39.30769650522211,55.12136093953359,transition
