id,num change points,standard deviation,zero cross,loudness,amplitude envelope,band energy ratio,spectral centroid,spectral bandwidth,pitch stability,is_transition
147,-0.4958814776353897,-1.5412990814322474,-0.6970129750767792,-0.289909497102064,-0.4018775477927376,0.2358345379683647,-0.8046332897068483,-0.6394057658322112,-0.030097702535696103,0
148,-0.5654686324579336,-0.09657090909307048,-0.557643101377783,-0.22115369645549451,-0.2891106578690309,0.03475720170219552,-0.48833252542080063,-0.2932914639467332,-0.030097702553186084,0
149,-0.5654686324579336,0.5279100977675216,-0.2710515301094243,-0.07459345313710039,-0.07346098661331453,-0.23008341915076064,-0.10577301420515306,0.10066363322729295,-0.030097702554588174,0
150,-0.2523264357564861,-0.07853753949250042,-0.49580998839865076,-0.3954266678114572,-0.4574040022133318,0.5850109030898598,-0.6120715474637178,-0.7190792235332082,-0.030097702553239267,0
151,-0.4610879002241178,-1.0135239418827764,-0.5232913719449317,-0.3564257781714879,-0.432352885544824,0.7594107535652657,-0.6468538170756687,-0.7330674614522165,-0.030097702547950442,0
152,0.44354511246895273,0.3293506992159018,0.14018774510099444,-0.2612439464708603,-0.1903986174240821,-0.08813936828371224,0.01385728840676525,0.06543332809896488,-0.030097702554223452,0
153,-0.28712001316775804,0.07922661740490983,-0.279884831963586,-0.1955714654316879,-0.18340034848500691,-0.1693990218250031,-0.10333568866550086,0.2852332196441005,-0.030097702553665458,0
154,-0.2523264357564861,-0.3572925562483658,-0.42612505154915264,-0.1924756861027613,-0.21615341919766543,-0.14443928280136323,-0.29298182489530405,0.13939606690143733,-0.030097702552287643,0
155,-0.28712001316775804,-0.12952783114031938,-0.5880689188754512,-0.3650528662849932,-0.40840800862769094,-0.07538823499510466,-0.4434877663778142,-0.08503320610026434,-0.03009770255308625,0
156,-0.6002622098692055,-0.9301779942671209,-0.6283095162110768,-0.326817326576756,-0.3869124381526167,-0.16460942734740316,-0.43510566481011537,0.19176670385210545,-0.030097702548792887,0
157,-0.32191359057902996,0.23932022910964929,-0.32503281921819044,-0.20799184654419098,-0.20879870415863608,-0.11855895378657398,-0.1643230044429234,0.11857967683140457,-0.030097702554036886,0
158,-0.35670716799030194,-0.9090284900071554,-0.5969022207296129,-0.5002556119580305,-0.5727584876820419,-0.09151758109154184,-0.549703132078116,-0.141413525707756,-0.03009770254898642,0
159,-0.21753285834521416,-0.3925291952818317,-0.4820692966255103,-0.38349856106716346,-0.43254535767013746,-0.24090388337606733,-0.38619520717953343,0.2276014929320749,-0.03009770255214403,0
160,-0.4262943228128458,-0.13855865511958992,-0.41631027171119517,-0.30363912960140177,-0.3648469046640857,-0.2332820752033899,-0.3958900720436496,0.18295679900824094,-0.030097702553058284,0
161,-0.32191359057902996,-1.6081000336607545,-0.6224206483083023,-0.42590245446599645,-0.518965780368984,0.06716796747345385,-0.7640657887192206,-0.4551956634529502,-0.030097702531864255,0
162,-0.28712001316775804,-0.9043059039481296,-0.45164347912784203,-0.36970934110328846,-0.39300322367321494,0.0023748352136474453,-0.4142771455934014,-0.04228535288811867,-0.03009770254902862,0
163,-0.07835854870012639,-1.4977602373876577,-0.6852352392712302,-0.6325626260533656,-0.6840212598276723,0.0927425582001858,-0.7138137067283243,-0.34958208350517184,-0.03009770253765816,0
164,-0.07835854870012639,-0.7958206966519658,-0.5272172838801147,-0.6045374820352226,-0.6298747735492745,0.16045580210478244,-0.6497274140671747,-0.3465542504037504,-0.030097702549907936,0
165,-0.21753285834521416,-0.5206203296597769,-0.4143473157436036,-0.42641376451987595,-0.42854334044949605,0.4734531204007958,-0.37710366803456064,-0.11811639619974336,-0.03009770255156483,0
166,-0.35670716799030194,-0.6014423836875862,-0.5439024096046425,-0.3461890786248312,-0.41337618622832284,0.6921747526152805,-0.5685934257741995,-0.43491336750861576,-0.03009770255114526,0
