num_change_points_prev,std_prev,mean_amplitude_envelope_prev,loudness_prev,zero_cross_prev,mean_ber_prev,spectral_centroid_prev,spectral_bandwidth_prev,num_change_points_next,std_next,mean_amplitude_envelope_next,loudness_next,zero_cross_next,mean_ber_next,spectral_centroid_next,spectral_bandwidth_next,is_transition,is_not_transition
,,,,,,,,109.0,947.3582763671875,0.0011803422821685672,0.0007131370948627591,0.10394965277777778,56.08329772949219,1604.6684518126272,1376.9223483056192,1,0
18.0,92.51668548583984,0.01997358910739422,0.014848023653030396,0.018934461805555556,423.5501708984375,651.8125167467172,1001.6452051488409,,,,,,,,,1,0
,,,,,,,,50.0,359.1139831542969,0.013123802840709686,0.008822867646813393,0.032063802083333336,464.5618896484375,697.8533144846031,848.4570880914608,1,0
26.0,182.27052307128906,0.024721594527363777,0.01666550524532795,0.023708767361111112,310.1000061035156,859.7349132501108,1189.470081364475,,,,,,,,,1,0
,,,,,,,,29.0,448.6123046875,0.020390784367918968,0.013883410952985287,0.030707465277777776,382.18621826171875,870.5081253413229,1149.3216954427298,1,0
0.0,339.1992492675781,0.01844657026231289,0.012905801646411419,0.02294921875,119.02291870117188,869.150238472155,1318.7674521024721,,,,,,,,,1,0
,,,,,,,,12.0,685.895263671875,0.011363310739398003,0.00690950034186244,0.03944227430555555,197.11334228515625,1078.5937676842234,1190.1740591196515,1,0
18.0,367.8455505371094,0.042397480458021164,0.029683686792850494,0.029405381944444444,399.0386962890625,702.8029300055764,898.6504847767093,,,,,,,,,1,0
,,,,,,,,15.0,303.7418212890625,0.016973134130239487,0.010915691964328289,0.0302734375,99.56958770751953,819.7763520965676,1161.9231011799952,1,0
31.0,281.3888854980469,0.03123394027352333,0.021578947082161903,0.027072482638888888,130.6848602294922,712.9055215830772,1045.4944928562434,,,,,,,,,1,0
,,,,,,,,32.0,368.6539001464844,0.01913566142320633,0.01314275898039341,0.030381944444444444,14.087967872619629,1342.4297660672496,2076.961449949285,1,0
23.0,679.738037109375,0.025696363300085068,0.01608922705054283,0.041015625,18.050458908081055,1598.1915931921028,1960.263342534022,,,,,,,,,1,0
,,,,,,,,39.0,557.3240356445312,0.02693842723965645,0.016680866479873657,0.047037760416666664,20.772811889648438,1500.1928557865322,1840.8000599030865,1,0
15.0,329.57659912109375,0.030732357874512672,0.02112182229757309,0.029893663194444444,29.26087760925293,1133.6681482571007,1640.3614724750032,,,,,,,,,1,0
,,,,,,,,16.0,279.4090576171875,0.03392566367983818,0.021961908787488937,0.024793836805555556,22.508319854736328,1132.6962270379527,1813.5000676042662,1,0
47.0,249.6227569580078,0.03622880205512047,0.02314973622560501,0.03976779513888889,29.808372497558594,1154.6578275826384,1660.129607307286,,,,,,,,,1,0
,,,,,,,,35.0,523.526611328125,0.029844217002391815,0.01875915937125683,0.040961371527777776,21.05828285217285,1359.3356840733916,1880.1714928237225,1,0
19.0,509.4555969238281,0.05153121054172516,0.033918458968400955,0.05235460069444445,27.283523559570312,1491.2654195036025,1784.302214041993,,,,,,,,,1,0
,,,,,,,,33.0,657.97314453125,0.03601901978254318,0.021179521456360817,0.052734375,26.032182693481445,1521.93282580387,1800.4420145738886,1,0
37.0,610.8961791992188,0.051178283989429474,0.030482567846775055,0.051432291666666664,64.0383529663086,1244.7516693858104,1428.0998114316424,,,,,,,,,1,0
,,,,,,,,83.0,571.4589233398438,0.039852794259786606,0.02391338162124157,0.06032986111111111,61.63473892211914,1284.038790114876,1441.2971991696495,1,0
40.0,703.5914306640625,0.049524951726198196,0.029865005984902382,0.05202907986111111,40.232826232910156,1586.2408595438478,1778.9418963404855,,,,,,,,,1,0
,,,,,,,,39.0,522.0987548828125,0.0325523242354393,0.019702697172760963,0.04513888888888889,26.472434997558594,1422.6098039409392,1720.8281504179517,1,0
32.0,304.9953308105469,0.026601269841194153,0.017262190580368042,0.0380859375,37.73451232910156,1166.5028671934801,1656.1848125847491,,,,,,,,,1,0
,,,,,,,,16.0,357.4140625,0.008482495322823524,0.006425239611417055,0.019476996527777776,45.49045944213867,1005.8272833821273,1540.6376355575912,1,0
253.0,1051.5677490234375,0.002664010738953948,0.0016282674623653293,0.1818576388888889,6.202981948852539,2932.9936873888787,2237.0316959573156,,,,,,,,,1,0
,,,,,,,,37.0,714.7908325195312,0.0306430384516716,0.01968323439359665,0.05886501736111111,43.544837951660156,1505.1505167990929,1514.483571042405,1,0
33.0,352.71575927734375,0.013058663345873356,0.009369716048240662,0.032063802083333336,36.984703063964844,1133.5329667303663,1549.9995633960934,,,,,,,,,1,0
,,,,,,,,6.0,239.30035400390625,0.00963693019002676,0.006975145079195499,0.021321614583333332,61.96072769165039,782.167290763683,1205.400854922796,1,0
39.0,261.2530212402344,0.015742657706141472,0.011714325286448002,0.023057725694444444,121.34172821044922,685.4731415383708,1101.8568197951402,,,,,,,,,1,0
,,,,,,,,17.0,680.1364135742188,0.014582556672394276,0.010121354833245277,0.04248046875,38.33049774169922,1177.8529752550298,1697.4470358680098,1,0
9.0,801.5375366210938,0.019902512431144714,0.013485348783433437,0.03233506944444445,47.19852066040039,1091.7366804739545,1541.8500919832964,,,,,,,,,1,0
,,,,,,,,28.0,536.8612060546875,0.030102496966719627,0.019636547192931175,0.03602430555555555,40.586761474609375,1261.5627161322745,1612.4123644977662,1,0
17.0,361.8077087402344,0.02894858829677105,0.019519302994012833,0.028211805555555556,55.89136505126953,993.5574129504653,1450.2576578183496,,,,,,,,,1,0
,,,,,,,,20.0,347.6529846191406,0.04269713535904884,0.030307097360491753,0.030924479166666668,75.72806549072266,851.3188435429613,1211.4940294719452,1,0
41.0,314.3608093261719,0.027980666607618332,0.01859198696911335,0.029947916666666668,66.30300903320312,968.4208689630783,1348.6069011663787,,,,,,,,,1,0
,,,,,,,,24.0,596.2274780273438,0.04504656419157982,0.02640455961227417,0.04665798611111111,33.57756042480469,1316.6384002924738,1685.5266080729953,1,0
34.0,735.7653198242188,0.05242801830172539,0.031104734167456627,0.056694878472222224,21.4569034576416,1766.2627570334942,1969.182374521035,,,,,,,,,1,0
,,,,,,,,44.0,726.9425048828125,0.0481630340218544,0.027410129085183144,0.07307942708333333,17.590497970581055,1710.4904068068827,1859.8732887230626,1,0
50.0,655.0899658203125,0.05778402462601662,0.03288581967353821,0.06879340277777778,31.09490203857422,1668.0863131653448,1702.4385395420388,,,,,,,,,1,0
,,,,,,,,66.0,530.6355590820312,0.04220256954431534,0.024017924442887306,0.05539279513888889,34.50642395019531,1345.4983712103128,1553.5671967226344,1,0
70.0,680.5324096679688,0.04273935407400131,0.026875503361225128,0.05360243055555555,26.150279998779297,1547.838882884289,1807.4779438936132,,,,,,,,,1,0
,,,,,,,,37.0,615.8462524414062,0.044539183378219604,0.02707311511039734,0.051323784722222224,23.86626434326172,1388.6521709714134,1685.6417395873968,1,0
59.0,484.59332275390625,0.04065105319023132,0.02553366869688034,0.052734375,25.847501754760742,1364.911647064464,1738.3173583013333,,,,,,,,,1,0
,,,,,,,,33.0,276.8240661621094,0.012500283308327198,0.008650064468383789,0.022840711805555556,36.5570182800293,1034.8117515690865,1583.1651258244538,1,0
45.0,595.6375732421875,0.020665066316723824,0.01295255497097969,0.04871961805555555,27.160255432128906,1553.5069583235859,1810.7622005516398,,,,,,,,,1,0
,,,,,,,,68.0,618.5302124023438,0.016397539526224136,0.01082626823335886,0.0478515625,42.33622741699219,1351.3432410980747,1609.333840329645,1,0
62.0,513.1228637695312,0.014438028447329998,0.00886567123234272,0.06380208333333333,51.79414367675781,1488.754575868996,1566.6118588306892,,,,,,,,,1,0
,,,,,,,,35.0,328.60052490234375,0.009532041847705841,0.006423893850296736,0.026584201388888888,97.28089141845703,927.0305202027313,1280.2392092777359,1,0
21.0,198.00344848632812,0.012099171988666058,0.00889065396040678,0.018229166666666668,72.32930755615234,910.2611629450886,1443.8852762496492,,,,,,,,,1,0
,,,,,,,,6.0,568.1898803710938,0.007146582473069429,0.005080381873995066,0.023274739583333332,53.24407958984375,989.8023969700769,1551.7116722253074,1,0
6.0,558.0110473632812,0.006444788072258234,0.004288045223802328,0.03640407986111111,18.231525421142578,1445.0760928048383,2063.9396759173733,,,,,,,,,1,0
,,,,,,,,30.0,306.9851379394531,0.017204301431775093,0.01145750842988491,0.031792534722222224,55.29438781738281,1073.5998581405704,1500.4413170166035,1,0
33.0,393.89886474609375,0.028702158480882645,0.02114511840045452,0.040961371527777776,56.16352462768555,1162.9941839382502,1571.983231531076,,,,,,,,,1,0
,,,,,,,,31.0,358.16534423828125,0.025627968832850456,0.01591460593044758,0.041449652777777776,47.93342971801758,1074.668554066842,1477.8190405228672,1,0
54.0,296.9306335449219,0.011708558537065983,0.008201788179576397,0.029947916666666668,30.48699188232422,948.2472677101711,1599.0372343865422,,,,,,,,,1,0
,,,,,,,,82.0,672.5762329101562,0.030613578855991364,0.01694471202790737,0.06678602430555555,20.428314208984375,1704.9908084887718,1839.1947399575718,1,0
114.0,752.078857421875,0.03228485956788063,0.019987035542726517,0.05897352430555555,16.336666107177734,1682.6415155440573,1943.9385797835089,,,,,,,,,1,0
,,,,,,,,20.0,666.8228759765625,0.036809634417295456,0.023109998553991318,0.04931640625,17.093955993652344,1563.8288655471295,1961.5027490435464,1,0
98.0,476.3893737792969,0.03828011080622673,0.02381078340113163,0.04307725694444445,24.353178024291992,1315.0047215573113,1741.0354353697135,,,,,,,,,1,0
,,,,,,,,91.0,665.40234375,0.04216388612985611,0.024298762902617455,0.0654296875,13.674155235290527,1888.549852694301,2084.3776676359653,1,0
52.0,563.61279296875,0.05083538964390755,0.032867442816495895,0.046549479166666664,23.465299606323242,1452.7365073721267,1783.118925922162,,,,,,,,,1,0
,,,,,,,,38.0,367.9197082519531,0.032588884234428406,0.020229581743478775,0.039008246527777776,26.263874053955078,1304.0704221993553,1668.7286199613702,1,0
52.0,641.7420654296875,0.02703598514199257,0.01621435396373272,0.062174479166666664,23.384979248046875,1442.8858481386108,1765.2435097309963,,,,,,,,,1,0
,,,,,,,,27.0,315.90460205078125,0.01664378121495247,0.011623997241258621,0.04177517361111111,25.146709442138672,1180.8873105027048,1727.9471284564893,1,0
87.0,597.5543212890625,0.0034674264024943113,0.0023899422958493233,0.16943359375,5.546658992767334,2833.1972059126515,2321.6030910293903,,,,,,,,,1,0
,,,,,,,,19.0,364.4713134765625,0.03037009760737419,0.01947215385735035,0.029947916666666668,50.6259651184082,1129.090892696059,1543.1291477868851,1,0
26.0,387.2475280761719,0.036867156624794006,0.022568047046661377,0.04356553819444445,47.8298225402832,1238.8859287281268,1626.7040122833166,,,,,,,,,1,0
,,,,,,,,27.0,309.855712890625,0.027617676183581352,0.019384175539016724,0.031412760416666664,45.147010803222656,1160.3160564221405,1591.006959922574,1,0
18.0,474.8329162597656,0.0304044708609581,0.021403051912784576,0.027723524305555556,48.562076568603516,1072.0978398980794,1540.521191780489,,,,,,,,,1,0
,,,,,,,,42.0,246.35548400878906,0.029028406366705894,0.019518665969371796,0.03390842013888889,53.197113037109375,1005.4900817593646,1431.5612906150013,1,0
24.0,338.267333984375,0.03025989979505539,0.020179258659482002,0.031304253472222224,28.44297981262207,1264.9217944631148,1719.584005652274,,,,,,,,,1,0
,,,,,,,,29.0,643.9786987304688,0.02123001031577587,0.01376490481197834,0.045572916666666664,15.90396499633789,1634.689951231469,2021.918141669829,1,0
23.0,606.9765014648438,0.032616812735795975,0.02007063291966915,0.047526041666666664,26.75217628479004,1515.6006469093752,1800.9993568164218,,,,,,,,,1,0
,,,,,,,,27.0,160.5652313232422,0.01453176699578762,0.009946195408701897,0.026312934027777776,36.05436706542969,1021.6502507867727,1578.1977034647477,1,0
94.0,889.82666015625,0.0005810113507322967,0.0003439164429437369,0.1399197048611111,6.520111560821533,2274.5695566732975,2214.957524638067,,,,,,,,,1,0
,,,,,,,,5.0,1316.63671875,0.00978755485266447,0.006543431896716356,0.04519314236111111,81.8934097290039,1773.536435254446,1737.8779614030884,1,0
41.0,742.4052124023438,0.025615988299250603,0.017947889864444733,0.032660590277777776,90.08727264404297,1163.3148273280274,1512.5454639506222,,,,,,,,,1,0
,,,,,,,,43.0,324.4241027832031,0.01550979819148779,0.009920594282448292,0.034505208333333336,147.55609130859375,1070.1648179346441,1352.6565404249893,1,0
47.0,449.0419616699219,0.04808138683438301,0.02806129679083824,0.06895616319444445,71.8038330078125,1330.850244781359,1355.1677494531546,,,,,,,,,1,0
,,,,,,,,32.0,472.0294189453125,0.05700446292757988,0.035044047981500626,0.04823133680555555,38.78007507324219,1303.675524235642,1474.0031595996381,1,0
14.0,370.5303955078125,0.021079860627651215,0.0151123171672225,0.035210503472222224,13.790210723876953,1669.752465438588,2221.93478666197,,,,,,,,,1,0
,,,,,,,,20.0,244.6329803466797,0.04564576596021652,0.030080102384090424,0.036946614583333336,27.806079864501953,1248.8926276245738,1721.3831550848586,1,0
40.0,737.5816650390625,0.07202499359846115,0.044214602559804916,0.045464409722222224,26.463348388671875,1415.6591451620318,1754.3739538830775,,,,,,,,,1,0
,,,,,,,,68.0,888.83544921875,0.07865293323993683,0.04333631321787834,0.06130642361111111,19.818450927734375,1710.1997095699546,1851.5630888084456,1,0
53.0,641.8402099609375,0.08396892249584198,0.05236830562353134,0.05018446180555555,23.757516860961914,1497.112556580386,1715.5021308105313,,,,,,,,,1,0
,,,,,,,,40.0,877.2828979492188,0.05366410315036774,0.028485288843512535,0.0993923611111111,8.283613204956055,2418.8521632453235,2462.369471764449,1,0
20.0,935.0173950195312,0.042164966464042664,0.02615833468735218,0.08056640625,11.985272407531738,2135.1029030802965,2138.8517355025306,,,,,,,,,1,0
,,,,,,,,43.0,814.1631469726562,0.05784543976187706,0.03566660359501839,0.06819661458333333,19.552717208862305,2027.414444070341,1981.1848831514883,1,0
65.0,683.9552001953125,0.040521517395973206,0.02384941466152668,0.0754665798611111,18.080772399902344,1924.5510496550842,2014.814608881906,,,,,,,,,1,0
,,,,,,,,23.0,428.5946960449219,0.030462561175227165,0.017812497913837433,0.053385416666666664,13.42750072479248,1847.288442795025,2251.077844606492,1,0
59.0,732.8534545898438,0.03293318301439285,0.02093699760735035,0.06651475694444445,11.049026489257812,2052.626525004256,2330.2549802032936,,,,,,,,,1,0
,,,,,,,,30.0,1033.9952392578125,0.031193815171718597,0.017079222947359085,0.14322916666666666,5.637929916381836,3465.4683166902655,2572.2892609937494,1,0
11.0,453.6600341796875,0.036835331469774246,0.021749360486865044,0.06689453125,9.26850414276123,2226.78726067144,2470.940282106076,,,,,,,,,1,0
,,,,,,,,16.0,731.5238647460938,0.03794052079319954,0.022406017407774925,0.08387586805555555,13.329316139221191,1949.8980349238457,2153.4498644572286,1,0
44.0,406.003662109375,0.06217660754919052,0.03697892278432846,0.0517578125,21.290956497192383,1428.3373907096227,1749.4145424376543,,,,,,,,,1,0
,,,,,,,,120.0,844.94482421875,0.02200448513031006,0.011219524778425694,0.11577690972222222,9.410930633544922,2465.420873159428,2253.865054101601,1,0
34.0,862.987060546875,0.03786846995353699,0.02314259670674801,0.0666775173611111,10.28411865234375,2542.92145213749,2502.332490486536,,,,,,,,,1,0
,,,,,,,,27.0,936.3912963867188,0.02712932601571083,0.015087137930095196,0.08702256944444445,6.1079511642456055,2661.2079596052376,2548.83189611782,1,0
21.0,967.9385375976562,0.045130956918001175,0.02801680937409401,0.053276909722222224,12.774953842163086,2014.5391492005826,2235.5698978586634,,,,,,,,,1,0
,,,,,,,,55.0,908.6880493164062,0.05466607213020325,0.03141675889492035,0.0690646701388889,14.662728309631348,2106.80522254438,2100.479458352124,1,0
27.0,992.2398071289062,0.053125157952308655,0.031224945560097694,0.06776258680555555,15.056352615356445,2017.479395125543,2113.8520367839283,,,,,,,,,1,0
