id,max pitch (Cents),min pitch (Cents),mean pitch (Cents),num change points,standard deviation (Cents),zero cross,loudness,amplitude envelope,band energy ratio,spectral centroid (Cents),spectral bandwidth (Cents),mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,0
200.0,4551.077688917088,-1016.8554021788724,2185.186612315721,74.0,1979.3923351953051,0.067724609375,0.0146987605839967,0.0276072435081005,26.219623565673828,3081.0716522768,3321.413316274988,-427.8206481933594,118.27964782714844,-19.07658576965332,72.22734069824219,-6.935804843902588,36.687538146972656,-54.5157470703125,-36.82136917114258,-2.02400016784668,-13.426351547241213,1.118869066238403,-17.33328628540039,-14.424840927124023,is_sa
99.0,4711.091475006965,-924.1464849560778,3072.0193960094443,227.0,2325.8228909586205,0.110523120777027,0.0030793850310146,0.0053556822240352,15.941596031188965,3643.466013841515,3430.8587766407018,-665.3887329101562,56.737884521484375,-20.149066925048828,22.75239944458008,-22.90290069580078,51.73440170288086,34.6144905090332,-1.5117992162704468,-19.351726531982425,-45.22215270996094,4.861810684204102,-15.102559089660645,-17.947601318359375,is_dha
879.0,2706.4230155560663,-964.1767922289496,1248.0329469382411,35.0,383.9361912380137,0.043212890625,0.0120132789015769,0.0197278540581464,58.44401931762695,1945.6529701014551,2501.7827699539494,-527.4068603515625,165.38229370117188,18.00202178955078,-4.356565952301025,-11.859491348266602,8.065997123718262,-6.1500678062438965,-3.979227781295776,-37.515506744384766,-31.38534164428711,-13.431772232055664,2.5247185230255127,7.79792308807373,is_ri
1346.0,4062.793757421925,242.1622760132088,2883.198573238677,71.0,1796.2638572755482,0.0947536892361111,0.0281079541891813,0.0594186149537563,10.869556427001951,3930.4222635741535,3743.822003710324,-339.6597900390625,18.03409576416016,-56.9703369140625,-13.190431594848633,-27.0771598815918,-3.772832155227661,-53.9166145324707,-26.42804527282715,-0.942779302597046,-44.03028869628906,-2.9232912063598637,0.8483383059501648,-30.35918426513672,is_ri
460.0,4007.886479616034,-321.39205781123064,2333.2039829457285,35.0,1616.693532679781,0.0629534040178571,0.042959164828062,0.0750944837927818,13.868988037109377,3210.1317067303557,3556.1412987231192,-316.0160522460937,83.85572814941406,-22.199472427368164,-11.742697715759276,-27.45289421081543,-6.487586975097656,-19.722898483276367,-20.13113212585449,-29.243497848510746,-25.25685691833496,-0.7564625144004822,13.496515274047852,-28.08199691772461,is_pa
1523.0,4709.813399467952,-1015.370551773678,3189.1865194788147,112.0,3005.713550059117,0.0918156550480769,0.0225930903106927,0.0394577980041503,8.157917022705078,3993.7287936612415,3915.608161676897,-348.3907775878906,47.5838623046875,12.558483123779297,70.19982147216797,15.89068603515625,-2.9601237773895264,-19.19013977050781,-3.555771350860596,-11.40004539489746,-15.75583553314209,-23.76758575439453,-6.505735397338867,-13.215320587158203,is_ni
10.0,4479.590160054878,-1011.3237825398716,1748.9888331605134,160.0,872.3167895292268,0.0484525240384615,0.0203453619033098,0.0399948880076408,21.89734268188477,2847.712477859902,3279.347545938057,-337.1031494140625,145.85110473632812,-15.94223690032959,19.065065383911133,-25.36045455932617,-1.4080932140350342,-9.946428298950195,-1.0474900007247925,-32.45378875732422,-3.229123830795288,-5.42651891708374,6.921374797821045,-7.716780662536621,is_ni
374.0,4069.202833895588,-945.8210098625808,1825.1550865258348,144.0,1162.9483291135084,0.0536838107638888,0.0466860942542552,0.0818164274096489,41.75019836425781,2786.03123762046,3091.3023764077902,-269.0403137207031,151.69821166992188,-29.562461853027344,25.622804641723636,-39.46880722045898,6.702351093292236,-27.14225196838379,-26.57923126220703,-13.532564163208008,-32.24668884277344,-11.765384674072266,12.838841438293455,-12.506085395812988,is_ga
997.0,4013.532827908045,-365.3075776643217,2405.5426311882943,51.0,1478.8902474309075,0.0826590401785714,0.0298269297927618,0.064030721783638,21.506681442260746,3376.933331148128,3399.685726494371,-371.74810791015625,72.63822937011719,-40.00026321411133,-0.0412357859313488,-63.16023635864258,13.016620635986328,-20.617511749267575,-9.585172653198242,-6.333408832550049,-27.185359954833984,2.5355875492095947,7.90182638168335,-46.8968505859375,is_ma
1293.0,4493.948268960013,-345.24039429710984,2596.962454667353,58.0,1870.890777247528,0.0922475961538461,0.0237344615161418,0.0468682050704956,8.98171615600586,3784.06303647851,3730.0347477492182,-339.671875,52.53303527832031,-31.33629608154297,3.0515825748443604,-36.693321228027344,4.262177467346191,-40.03284454345703,-26.502490997314453,-13.537881851196287,-15.77631664276123,2.2458088397979736,-3.8695068359375,-27.52008819580078,is_ri
1077.0,4720.882684254384,4458.025541771604,4660.590522735784,31.0,-550.1023034581201,0.4679317989864865,0.0002856939390767,0.0006682049715891,2.1414191722869877,5239.480215156576,3039.94768925778,-901.4256591796876,-64.59229278564453,26.859806060791016,41.160587310791016,-51.5765266418457,52.95640563964844,-18.006017684936523,3.795057058334351,11.992777824401855,-1.359707593917847,2.437386274337769,4.787844657897949,4.845763206481934,is_ni
1431.0,3083.3334783825594,-726.358020178158,1504.7380068876432,74.0,736.0850693096056,0.0437654194078947,0.024565665051341,0.0396105498075485,23.503868103027344,2683.95777444468,3422.3159220992857,-424.9961853027344,139.07484436035156,34.6949577331543,-15.007040023803713,-29.039878845214844,16.007247924804688,-6.691265106201172,-22.93966293334961,-21.536945343017575,-34.52498245239258,-11.227197647094728,6.008221626281738,-13.28872013092041,is_ga
419.0,4719.564011471442,-515.1617085111807,3768.316876691629,863.0,2265.530632984779,0.1647500797193877,0.0006684744730591,0.0013963744277134,47.61260986328125,3967.038887756969,3444.2188266865005,-775.833251953125,50.39415740966797,-67.09530639648438,40.62081909179688,15.688091278076172,-5.264102458953857,32.52375030517578,-19.11626434326172,-33.981624603271484,-6.508575439453125,6.443539142608643,20.38544464111328,1.63653826713562,is_ma
1186.0,4716.552316000399,-741.4968283025567,2206.3836433445,218.0,1324.9945781110823,0.1085844494047619,0.0382197499275207,0.0759679749608039,15.069382667541504,3648.050391860064,3649.3122643049705,-261.1976013183594,91.16437530517578,-24.507198333740234,-10.211769104003906,-62.18623352050781,-4.870295524597168,-12.685651779174805,-28.25003433227539,-23.464046478271484,-22.4931697845459,2.274369716644287,-3.6619679927825928,-26.24664688110352,is_pa
284.0,3100.340525784203,-740.4843539923819,1950.4163356552936,176.0,734.4080228483344,0.0548231336805555,0.0476082637906074,0.1026115640997886,44.440895080566406,2784.5169914310422,3063.08270375158,-310.0166320800781,139.71478271484375,-31.94062614440918,-15.268054962158203,-66.0995101928711,4.637741565704346,-18.739038467407227,-24.328807830810547,-27.176332473754883,-36.04507827758789,-0.1566212177276611,7.927725791931152,-49.601898193359375,is_ma
160.0,4689.351496737989,-950.4591818040512,2833.688868661273,119.0,2827.037992339827,0.04510498046875,0.0030934463720768,0.0051980782300233,106.39019775390624,1895.4443659678905,2425.546801317483,-715.93359375,157.83721923828125,57.68803787231445,26.481176376342773,-16.508991241455078,16.244657516479492,15.25976848602295,-18.33303642272949,-17.233556747436523,-13.622913360595703,-0.5749474167823792,-14.656390190124512,-11.59819793701172,is_ma
1453.0,4716.409376671713,-518.7353763861868,3177.747204170255,774.0,2233.877230400373,0.1488552517361111,0.027259336784482,0.0678162276744842,11.477848052978516,4022.7333632528776,3648.302951461339,-329.5556640625,33.21626281738281,-52.70100402832031,-3.235384225845337,-39.90416717529297,-2.4762704372406006,-43.75373458862305,-23.48310852050781,-5.998167037963867,-36.60205459594727,-5.438930511474609,-5.659462928771973,-32.903541564941406,is_ri
1012.0,3100.1152074205365,-731.8331120371498,1588.8866251390286,112.0,747.980759646654,0.04443359375,0.0463415868580341,0.0814640894532203,90.3843765258789,2408.001714678538,2685.407933082352,-308.3458557128906,169.06198120117188,-44.17146301269531,6.157842636108398,-12.675192832946776,13.9082670211792,-30.85981559753418,-25.228759765625,-16.3111515045166,-47.88661575317383,-3.2737834453582764,4.814964771270752,-16.495393753051758,is_ri
586.0,4686.05004541757,-822.3461431934669,1846.7024572254647,121.0,1389.6058496380213,0.0517105594758064,0.0381842106580734,0.0737581104040145,38.76786422729492,2962.1206448181206,3260.893663658287,-329.16632080078125,114.0735855102539,-36.30460357666016,17.44092559814453,-43.34288787841797,1.3084827661514282,-9.419450759887695,-44.622928619384766,-28.867130279541016,-18.566028594970703,-10.492612838745115,-5.93839693069458,-23.160667419433597,is_ma
93.0,3995.936365081421,-1016.2463813820696,1752.308363017119,143.0,1152.372278115172,0.04296875,0.020268227905035,0.0409639552235603,71.75804138183594,2578.0787940152986,2992.7852018930125,-405.7968444824219,142.6959991455078,-11.396926879882812,27.015491485595703,-24.760234832763672,13.606539726257324,-9.974586486816406,-24.49346351623535,-18.134994506835938,-21.42743682861328,29.293529510498047,-4.5062103271484375,-43.77869415283203,is_sa
1137.0,4257.268098207773,-984.4834126354356,1822.6638861447504,170.0,1303.517377922146,0.0601177793560606,0.0349295102059841,0.0708763524889946,42.755496978759766,2869.66940135684,3178.236452564517,-323.50933837890625,135.58566284179688,-26.3781681060791,1.9060724973678589,-36.31995391845703,-1.4725912809371948,-26.84416961669922,-17.714141845703125,-23.06999015808105,-34.86094284057617,6.308644771575928,-4.72799015045166,-26.720367431640625,is_ma
497.0,4709.790955603169,-998.695311571962,2806.8262649310154,197.0,2213.8528755826937,0.0804893092105263,0.0435657612979412,0.0905321091413497,25.85835647583008,3348.789183597197,3266.180815150717,-226.73944091796875,119.39396667480467,-57.45679473876953,9.072504043579102,-44.332462310791016,0.9051117300987244,-21.952245712280277,-25.37232208251953,-9.05396556854248,-2.314535856246948,-7.1817545890808105,17.567323684692383,-19.799001693725582,is_ga
754.0,4558.395343872343,-992.7266126274932,2214.9298513840786,50.0,1799.4090620995498,0.08062744140625,0.0051200981251895,0.008074203506112,5.154326915740967,3835.466610954408,3979.782493066392,-429.2974853515625,87.241455078125,8.720551490783691,18.88389587402344,-3.223495483398437,31.42887115478516,-20.81304168701172,-15.494912147521973,-28.93766021728516,4.4685468673706055,-7.311410903930664,-2.164217948913574,-14.906919479370115,is_dha
1323.0,3996.065366277872,-1015.2246232399484,2145.361209076203,66.0,1615.8437459328354,0.0499441964285714,0.0253526140004396,0.0480825342237949,40.34536361694336,3061.660987068959,3191.179217540417,-343.4183044433594,125.29502868652344,-58.68834686279297,40.23922729492188,-34.32331466674805,7.936171054840088,-26.581153869628903,-25.674537658691406,3.594377040863037,-22.40932273864746,16.002483367919922,-0.1448108106851577,-35.23052215576172,is_ma
1258.0,4030.9054765443225,175.14571776469657,2302.3588224186497,90.0,1040.0133720102292,0.086657072368421,0.0293308459222316,0.0628253519535064,19.69171714782715,3500.317700964544,3385.4477057594427,-318.9958190917969,75.14846801757812,-69.23551940917969,-16.301658630371094,-78.15287780761719,0.0299462769180536,-28.23238945007324,-33.9814567565918,-25.471912384033203,-17.835420608520508,-0.91855651140213,-1.2326580286026,-25.72754669189453,is_ni
617.0,4660.060442884609,-934.4914109372884,2291.5436686063754,92.0,1959.20327050384,0.1296154203869047,0.0260974373668432,0.0522158443927764,19.86867332458496,3946.418251868197,3752.436331825216,-448.6736755371094,44.959720611572266,-21.32738304138184,31.80290031433105,0.0684867575764656,-9.175141334533691,-25.542219161987305,-14.802556037902832,-10.583986282348633,-23.786104202270508,-12.350786209106444,-6.541005611419678,-15.603554725646973,is_ma
1521.0,3757.7726072356154,-835.3384862109509,1387.5725025312377,121.0,946.7369062814894,0.0446484375,0.008622177876532,0.0146967051550745,18.127878189086918,2927.862958041834,3521.246454173168,-496.6958618164063,133.46481323242188,8.20572280883789,6.5034379959106445,12.540661811828612,2.253348588943481,-40.94755935668945,-10.446813583374023,-13.090991020202637,-4.2945098876953125,-31.793561935424805,-5.30048418045044,-19.019540786743164,is_ri
1276.0,3029.09293095934,173.39878408187985,2123.128746182223,49.0,811.9848860433274,0.0761975740131579,0.0226513054221868,0.0477415472269058,16.21454429626465,3422.606054280565,3518.663483162084,-434.3724365234375,47.18956756591797,-18.76419448852539,4.772786140441895,-87.88768005371094,6.223203182220459,-4.121862888336182,-29.64281272888184,-38.49819946289063,-12.463030815124512,30.64521598815918,-18.1094970703125,-36.9200325012207,is_sa
373.0,4681.534681934253,-995.003162090184,2597.513486895566,246.0,2227.782389585652,0.0728125,0.0451874881982803,0.0930273085832595,30.83832550048828,3067.0588810376667,3172.603469096551,-244.14796447753903,123.99478149414062,-50.5456428527832,11.20582389831543,-37.94323348999024,-8.287301063537598,-26.83100128173828,-30.649730682373047,-18.559877395629883,-13.453069686889648,-6.936967372894287,7.732685565948486,-21.27789878845215,is_ma
634.0,4657.2304232100205,-830.7320514425124,3049.0707771829207,251.0,2434.4915054764137,0.0923800998263889,0.0270013660192489,0.0552052296698093,12.990242958068848,3827.447923711331,3785.798153367029,-398.0363464355469,48.02378463745117,-11.768393516540527,55.61646270751953,11.782060623168944,-15.246936798095703,-38.588626861572266,-21.42658233642578,5.033092021942139,-26.94707298278809,-19.17354202270508,1.5607035160064695,-22.44816398620605,is_ma
1224.0,4442.863690860405,-795.2446454281344,2980.587146321949,57.0,2368.9256337012725,0.0563151041666666,0.0367635302245616,0.0701470971107482,20.85072326660156,3386.869600382127,3506.221450307432,-342.224609375,67.86187744140625,-28.158281326293945,77.87238311767578,50.09141159057617,-36.09001922607422,-31.734169006347656,-15.215215682983398,-9.680500984191896,-15.153417587280272,-24.889558792114254,6.361420631408691,-8.644429206848145,is_sa
1130.0,4719.286340495817,-749.8439183280142,2571.3053288756228,173.0,1760.984042923828,0.0772255345394736,0.0347763150930404,0.0713950246572494,11.44943618774414,3610.311209293191,3651.704597889124,-265.69415283203125,76.26629638671875,-44.803001403808594,-22.49915885925293,-37.47604751586914,-2.960362195968628,-35.410850524902344,-14.6106595993042,-13.635568618774414,-19.21456527709961,1.6394344568252563,-2.0333058834075928,-38.23691177368164,is_pa
979.0,4703.48804635827,1600.9380360649193,3905.1679203229,269.0,1880.551511884302,0.3814072027439024,0.0002804741670843,0.0006838047411292,15.181612014770508,4778.623861240642,2937.8743224311183,-833.6608276367188,-56.35684967041016,-83.86174774169922,68.42843627929688,-21.331789016723636,22.91074752807617,-14.427586555480955,-47.9725456237793,20.632068634033203,5.083429336547852,32.59724044799805,8.180513381958008,-29.72212028503418,is_dha
125.0,4519.110351003938,-884.6265050032004,2570.0564962776493,189.0,2049.091952480935,0.0600011488970588,0.0385069511830806,0.0772828310728073,22.092788696289062,3252.1786891532174,3400.32148015484,-281.902587890625,105.70135498046876,-36.90654373168945,45.230838775634766,6.778369426727295,-7.929540157318115,-40.46858215332031,-7.940540313720703,-8.386635780334473,-19.754844665527344,-27.832256317138672,-1.5753107070922852,-14.950702667236328,is_ga
1421.0,4188.081106660512,194.91427817856948,2901.733638561842,26.0,2182.223161275817,0.1172572544642857,0.0267220884561538,0.0567806512117385,7.050496578216553,4171.520784487018,3931.841332222092,-370.4532165527344,3.454830884933472,-3.3645389080047607,15.49436855316162,-53.75368118286133,-9.04449462890625,-29.637283325195312,-38.36767959594727,-29.292863845825195,-25.65993881225586,34.462989807128906,-6.170955181121826,-46.216339111328125,is_ri
1230.0,4359.684203780414,-863.4448076843413,1906.9220407246196,135.0,1395.6623833146004,0.0486482319078947,0.0322984419763088,0.0597341805696487,68.0036849975586,2553.854280906538,2897.062196059557,-329.54266357421875,158.0088653564453,-24.80058479309082,23.40764617919922,-28.446252822875977,-32.76236343383789,-12.613909721374512,-22.32986259460449,-7.662514209747314,-28.8591251373291,-16.264066696166992,-10.4691162109375,-12.95028305053711,is_ma
808.0,3990.871381583581,-1012.9111945048862,2533.669970002031,29.0,2076.943389715695,0.0738389756944444,0.0081599354743957,0.0119503736495971,14.890738487243652,3528.097202636374,3536.7480245053544,-447.4397277832031,91.11882019042967,-36.6028938293457,59.70368194580078,-5.237629413604736,39.13508605957031,-45.10564422607422,-24.254642486572266,-16.93067169189453,-23.865318298339844,-4.930446147918701,0.1527357101440429,-20.149147033691406,is_ga
400.0,4602.477625836836,-853.9585490857229,1615.953168257831,69.0,1091.3416703579298,0.0459755345394736,0.0368597656488418,0.0671772956848144,82.0549545288086,2397.550786783028,2758.619384262828,-344.445556640625,163.2599639892578,-43.22076034545898,29.35710334777832,-33.18540573120117,0.6501205563545227,-6.7805256843566895,-27.487951278686523,-8.723838806152344,-38.98735427856445,-12.037823677062988,2.111499071121216,-1.573156237602234,is_ri
4.0,4718.980480652421,-985.781575095651,3327.5778593264745,378.0,2581.1482034966903,0.0525100295608108,0.0030437095556408,0.005820648279041,109.94549560546876,2473.5946622600004,2723.101595954042,-609.3634643554688,162.38108825683594,-43.2684440612793,44.37125015258789,54.33810424804688,18.19199562072754,0.3929726779460907,-8.239492416381836,-12.141725540161133,-7.318388938903809,-1.4178106784820557,-11.517111778259276,-1.320010542869568,is_ma
826.0,4719.960289814279,-723.6813979465687,4037.899882908054,344.0,2457.102648000027,0.2657940204326923,0.0004792511754203,0.0009939664741978,18.83931541442871,4459.896983539902,3096.3654276983384,-755.1865234375,3.3620855808258057,-43.69849395751953,69.10070037841797,-63.606563568115234,7.331621170043945,44.53003692626953,-7.202609539031982,-35.80463790893555,-30.033353805541992,12.958781242370604,7.261812210083008,-9.769271850585938,is_ni
636.0,4710.56802470366,-1014.3253651240262,2290.52860140677,133.0,1686.291906884832,0.0758634868421052,0.0650409236550331,0.1290035843849182,21.149763107299805,3481.7725728340083,3464.608432541113,-208.4910888671875,93.1631088256836,-46.56015396118164,20.158113479614254,-31.25938606262207,-6.579784393310547,-42.429229736328125,-42.18566131591797,-5.120982646942139,-11.482670783996582,-10.634714126586914,2.6247780323028564,-30.903535842895508,is_ni
1270.0,4720.175365300185,-984.8468285480658,3624.9211110505785,703.0,2515.6260176583137,0.2970993454391892,1.7604525055503473e-06,2.9545858524215878e-06,0.9423566460609436,5378.187282327394,4191.253993935352,-1108.149169921875,-4.258279800415039,-4.674503803253174,-7.432831764221191,4.00762414932251,1.3592774868011477,-0.161426693201065,-3.476626396179199,-0.6961047649383545,2.077157974243164,1.7388981580734253,0.2421951293945312,-1.7583370208740234,is_dha
1028.0,3314.479011617364,-1010.4084486152876,1569.5031934058254,243.0,633.2870163569364,0.0341655344202898,0.0272041112184524,0.0531320758163929,87.04598236083984,2443.6177397295223,2869.9131334111057,-385.7568359375,144.87704467773438,-6.783369541168213,19.111804962158203,-31.41872978210449,8.472794532775879,-11.718165397644045,-16.52609634399414,-1.4586739540100098,-25.389698028564453,9.354920387268066,-5.933557510375977,-22.46781349182129,is_dha
673.0,3901.90542878129,-1009.9527725071746,2088.7146798043286,141.0,1408.9997323433454,0.0696957236842105,0.0106420330703258,0.0204004794359207,50.24494552612305,2886.20778704668,3104.721444448004,-434.978515625,156.1675567626953,-34.076454162597656,22.28489112854004,-34.271453857421875,24.25947952270508,-35.58974838256836,-32.7907600402832,-9.64074420928955,-33.949562072753906,5.039520740509033,13.948960304260254,-13.430018424987791,is_sa
878.0,2557.3024545880808,-820.1347433166162,1420.2895428677452,45.0,356.46294833403755,0.0352894176136363,0.0413827896118164,0.0599555633962154,79.72041320800781,1873.812225207278,2264.810652779644,-438.7723693847656,160.29034423828125,13.716628074645996,-10.238075256347656,-33.89704513549805,-0.8224816918373108,-9.953304290771484,-3.25777530670166,-27.87241744995117,-54.48027038574219,-22.966388702392575,-1.6173382997512815,-2.733799934387207,is_ga
520.0,4028.1013594277374,-839.2958413916538,1854.1658852127084,44.0,1498.4282451183976,0.0406319754464285,0.0166411884129047,0.0275284629315137,62.76005935668945,2707.698402858342,2946.973306407315,-397.755859375,147.13253784179688,-44.267337799072266,53.541751861572266,2.2962892055511475,7.093659400939941,-44.81531524658203,-36.76862335205078,1.2857424020767212,-2.542553424835205,-11.724247932434082,-0.5942883491516113,-10.280370712280272,is_ri
1433.0,3919.572055326581,-835.4408926131368,2694.154857399185,172.0,2064.3599220339183,0.0593904194078947,0.0477962829172611,0.0911263078451156,21.439498901367188,3211.1040971534694,3392.799073708597,-239.56944274902344,107.13570404052734,-27.75860023498535,44.28891754150391,4.923445224761963,-11.68352508544922,-39.916316986083984,-14.294537544250488,1.1308680772781372,-20.452510833740234,-24.037904739379883,7.109984397888184,-8.915949821472168,is_sa
1262.0,4144.533013754189,-497.9744245464372,2669.38572104908,120.0,2070.355366969722,0.083526611328125,0.0209001284092664,0.0410548597574234,38.75997924804688,3291.741435099458,3198.257902499127,-358.6560974121094,107.56224060058594,-66.89753723144531,53.362083435058594,-34.63294219970703,-8.433781623840332,-56.49714279174805,-12.152502059936523,2.8313283920288086,-32.9163818359375,-25.143451690673828,-1.0805583000183103,-12.600628852844238,is_ri
1353.0,4041.20740305135,-748.4038111194928,1591.8064640185935,94.0,870.9310716779794,0.0531955295138888,0.0484569817781448,0.0883762538433075,32.4103889465332,3073.19528411012,3267.944857112701,-258.74658203125,121.111328125,-47.197410583496094,10.752281188964844,-45.15180969238281,-14.262435913085938,-35.04432678222656,-38.512657165527344,-14.750330924987791,-21.650108337402344,-11.51780605316162,-0.7088777422904968,-40.31322479248047,is_ga
260.0,3937.649841741508,-849.7900728915743,1867.842695992232,161.0,1005.6211741017496,0.0510441706730769,0.0291176233440637,0.0616791248321533,37.74949645996094,2825.098063884342,3204.399734153762,-363.329345703125,127.79464721679688,-24.25002861022949,-5.270071029663086,-33.46285629272461,-3.489246368408203,-31.26133155822754,-28.286605834960938,-13.349775314331056,-38.82623291015625,0.3140950500965118,6.825762748718262,-53.03168869018555,is_ma
801.0,3730.00332376773,-885.650624195881,1813.47441673662,102.0,1082.147938470925,0.0462239583333333,0.0433165691792964,0.0742959901690483,30.05433464050293,2814.907986324292,3191.454093056552,-290.5969543457031,136.25086975097656,-16.883155822753906,10.058690071105955,-34.50810241699219,-1.9631856679916384,-21.86195182800293,-22.62034797668457,-21.531885147094727,-26.81416702270508,-9.290956497192385,12.84688949584961,-10.908318519592283,is_ga
1496.0,4721.069851838873,-172.41748317464138,3468.699643918348,459.0,2008.8381710336812,0.1712510850694444,0.0002427295403322,0.0005224700435064,11.300159454345703,4070.095086357179,3436.0262177869504,-729.1300659179688,45.992862701416016,-70.00468444824219,40.56700134277344,9.269550323486328,7.290002822875977,-55.44422149658203,-28.207597732543945,-1.045712113380432,-18.40050506591797,25.43634796142578,14.227120399475098,-20.370695114135746,is_pa
233.0,3096.885433021615,-956.3329730907552,1553.2752081103051,97.0,665.1876658310932,0.0429262907608695,0.0417316034436225,0.0751085728406906,24.777877807617188,2667.5824466501304,3217.60464759022,-303.5668640136719,142.10975646972656,-7.658096313476562,21.14222526550293,-21.625408172607425,13.721933364868164,-32.63768005371094,-21.332887649536133,-19.05123519897461,-18.938077926635746,3.825617551803589,3.911113977432251,-28.157190322875977,is_ni
283.0,2906.904722230072,-929.8743423557588,1664.5005950188738,59.0,793.483474547125,0.052734375,0.0371560156345367,0.0711572095751762,125.13025665283205,2023.0010343717463,2458.9698390357294,-432.7114562988281,188.7213287353516,11.15654754638672,-24.21025276184082,-44.73994064331055,41.6220817565918,-12.098905563354492,-39.10348129272461,-7.289884090423584,-49.66848373413086,7.236756801605225,13.606121063232422,-30.737661361694336,is_ga
