num_change_points_prev,std_prev,mean_amplitude_envelope_prev,loudness_prev,zero_cross_prev,mean_ber_prev,spectral_centroid_prev,spectral_bandwidth_prev,num_change_points_next,std_next,mean_amplitude_envelope_next,loudness_next,zero_cross_next,mean_ber_next,spectral_centroid_next,spectral_bandwidth_next,0
,,,,,,,,112.0,925.4035034179688,0.0797809436917305,0.0452894195914268,0.0793185763888889,39.53352355957031,1713.134980050104,1599.0111883349807,is_transition
,,,,,,,,24.0,588.3776245117188,0.0150616122409701,0.0091145588085055,0.0670572916666666,41.482948303222656,1431.178520541784,1595.262792882928,is_transition
26.0,534.7514038085938,0.0092359175905585,0.0064504859037697,0.0390082465277777,90.57064819335938,963.5894419917448,1235.8245926496209,,,,,,,,,is_transition
,,,,,,,,7.0,592.7060546875,0.0174483768641948,0.0111141800880432,0.0405815972222222,20.129928588867188,1454.9602328979431,1898.742475519164,is_not_transition
,,,,,,,,20.0,884.2268676757812,0.0573474690318107,0.0346672721207141,0.0455186631944444,68.33708190917969,1409.8210152507968,1621.4057729579154,is_transition
38.0,495.8901977539063,0.0417549796402454,0.026250259950757,0.0524631076388888,32.005252838134766,1285.938177555469,1599.5963772227778,,,,,,,,,is_not_transition
,,,,,,,,12.0,702.1404418945312,0.0533877089619636,0.0301781464368104,0.0457356770833333,12.905011177062988,1759.8764987313978,2119.8536893296687,is_not_transition
,,,,,,,,61.0,530.0352172851562,0.0686120763421058,0.0425057299435138,0.04931640625,91.65218353271484,1268.980591185176,1449.9689729261142,is_not_transition
129.0,1222.1968994140625,0.0006939673912711,0.0003906904021278,0.1824544270833333,18.61797142028809,2882.4592948466475,1809.4724050430607,,,,,,,,,is_transition
44.0,733.2940673828125,0.0426595583558082,0.0226247776299715,0.0929904513888889,7.378454208374023,2482.798172737451,2614.419285678537,,,,,,,,,is_transition
27.0,323.9470520019531,0.0546312443912029,0.036921240389347,0.0272352430555555,58.09192657470703,860.9273160587951,1241.308541335921,,,,,,,,,is_not_transition
30.0,517.566650390625,0.035771794617176,0.0232771225273609,0.0391167534722222,27.789493560791016,1330.280935829217,1819.1642637573157,,,,,,,,,is_transition
,,,,,,,,16.0,893.7058715820312,0.0573021136224269,0.0347045138478279,0.0568576388888888,14.896852493286133,2136.847008875351,2298.946097547216,is_not_transition
,,,,,,,,99.0,432.5738525390625,0.0517276749014854,0.0300838090479373,0.0665690104166666,44.03858947753906,1308.5173128683382,1434.730227247284,is_not_transition
111.0,451.2658081054688,0.07379662245512,0.0419513098895549,0.06640625,45.89162063598633,1530.656425487788,1570.9509065106529,,,,,,,,,is_transition
37.0,673.1611328125,0.0237291567027568,0.0125761339440941,0.1047092013888889,10.88087272644043,2490.8502338768726,2300.6802866226312,,,,,,,,,is_not_transition
,,,,,,,,41.0,788.8308715820312,0.1150703728199005,0.0721076503396034,0.0602756076388888,18.82719993591309,1789.5295370861777,1980.669179981101,is_transition
59.0,573.8267211914062,0.0607122406363487,0.0347243994474411,0.0580512152777777,20.489601135253903,1603.8170883055227,1826.567546744134,,,,,,,,,is_transition
,,,,,,,,15.0,301.5723876953125,0.0333668962121009,0.0238843243569135,0.0286458333333333,88.84449005126953,743.3225576390622,1073.2746145771837,is_not_transition
,,,,,,,,2.0,943.4901123046876,3.520889731589705e-05,1.695607898000162e-05,0.60595703125,0.6837806105613708,6374.077660042747,2827.844294483862,is_not_transition
31.0,357.9016418457031,0.0134179024025797,0.0090015400201082,0.0294596354166666,370.3646240234375,848.9416086805425,1113.7663936965953,,,,,,,,,is_not_transition
,,,,,,,,26.0,797.6583862304688,0.0606926344335079,0.0352111645042896,0.0764973958333333,33.690670013427734,1717.5906635446063,1731.1504822700854,is_transition
40.0,761.5037231445312,0.0655069276690483,0.0402643270790576,0.0587565104166666,23.52406311035156,1777.144203613902,1801.7705724251769,,,,,,,,,is_not_transition
68.0,1057.5516357421875,0.0005845736595802,0.0003296273644082,0.1564670138888889,34.80378723144531,2387.2616637922965,2216.1433362702915,,,,,,,,,is_not_transition
,,,,,,,,24.0,537.18212890625,0.0282623618841171,0.0192683693021535,0.0389539930555555,59.54755401611328,1121.8314415264967,1541.042599055717,is_not_transition
0.0,118.6446762084961,0.050069760531187,0.0362190902233123,0.0196397569444444,777.8379516601562,612.0664061964887,950.9318691791634,,,,,,,,,is_transition
,,,,,,,,34.0,525.2713012695312,0.0377271771430969,0.0240747500211,0.0579969618055555,22.6446533203125,1479.598442469368,1726.4568692644018,is_not_transition
24.0,448.9801025390625,0.0511721335351467,0.0302015375345945,0.0706922743055555,21.45171356201172,1767.2485115521522,1964.021059949388,,,,,,,,,is_transition
22.0,393.05078125,0.0576720610260963,0.037906713783741,0.0457356770833333,37.89413070678711,1281.0816081432886,1587.36646410567,,,,,,,,,is_not_transition
25.0,776.4520263671875,0.0506378524005413,0.0261847451329231,0.0926649305555555,48.78733825683594,1676.6441656941572,1403.5035948960112,,,,,,,,,is_transition
63.0,750.3990478515625,0.0612216107547283,0.0341851934790611,0.0889214409722222,19.21404266357422,1830.833541356548,1858.904101105362,,,,,,,,,is_transition
28.0,469.8610534667969,0.0532388314604759,0.0330653749406337,0.048828125,27.2822380065918,1466.6000221486045,1795.932391781835,,,,,,,,,is_transition
7.0,217.050048828125,0.04168401658535,0.0291152969002723,0.0217556423611111,151.28482055664062,676.5770347084616,909.5523602917,,,,,,,,,is_transition
18.0,792.1231689453125,0.0426889508962631,0.0219406094402074,0.0824110243055555,9.173704147338867,2590.2146154675056,2387.872134612093,,,,,,,,,is_transition
,,,,,,,,56.0,851.3749389648438,0.0703964456915855,0.0407798178493976,0.1025390625,10.410282135009766,2331.366100925401,2183.450886272689,is_not_transition
,,,,,,,,40.0,595.1657104492188,0.1134931147098541,0.061215441673994,0.08642578125,9.789106369018556,2183.7631161887566,2097.637105820109,is_transition
36.0,697.5675048828125,0.1295415461063385,0.074022501707077,0.0744357638888889,18.05588150024414,1908.0808795447492,1924.682580404848,,,,,,,,,is_transition
14.0,520.1172485351562,0.050571508705616,0.0308044925332069,0.0396050347222222,35.789730072021484,898.1487556188288,1300.1458490873756,,,,,,,,,is_not_transition
,,,,,,,,98.0,854.893798828125,0.0238434225320816,0.0140485065057873,0.0806206597222222,16.098373413085938,1982.4549642526167,2151.071343355753,is_transition
,,,,,,,,47.0,1050.1331787109375,0.0003962831688113,0.000231641868595,0.0882703993055555,17.421112060546875,2111.646573389039,2145.951243427741,is_not_transition
37.0,494.43603515625,0.0222265478223562,0.0153643172234296,0.0534939236111111,13.458203315734863,1941.7618797316816,2270.843183491985,,,,,,,,,is_not_transition
,,,,,,,,72.0,1284.82470703125,5.7508685131324455e-05,2.9266208002809435e-05,0.2513563368055556,2.713961124420166,3920.444397739939,2972.9132492034364,is_transition
,,,,,,,,28.0,957.8327026367188,0.0724928602576255,0.0389100350439548,0.1043294270833333,19.837364196777344,2205.3801749855324,1890.90819567851,is_transition
25.0,425.2981262207031,0.0749005675315857,0.0408164113759994,0.0776909722222222,19.84706115722656,1832.076390710861,1978.9511114683728,,,,,,,,,is_transition
39.0,780.4170532226562,0.0953206568956375,0.0493508167564868,0.09326171875,8.70283031463623,2479.403760976761,2213.101029873368,,,,,,,,,is_transition
33.0,1035.4354248046875,0.0580149739980697,0.0360065847635269,0.0606553819444444,18.12899398803711,1881.7237708897103,2011.108813980172,,,,,,,,,is_transition
,,,,,,,,23.0,484.4303588867188,0.1077144220471382,0.0564689375460147,0.0955403645833333,11.557415008544922,2112.854842796327,2189.463231748493,is_transition
,,,,,,,,46.0,914.786865234375,0.0431127734482288,0.0239539463073015,0.0739474826388889,19.83777236938477,1864.6767258616128,1992.7286298973493,is_transition
,,,,,,,,97.0,605.4036865234375,0.0345000326633453,0.0199113301932811,0.0705295138888889,22.340557098388672,1578.9573880301764,1896.483477684772,is_transition
103.0,1076.1390380859375,0.0051038051024079,0.0029319652821868,0.0995551215277777,21.20533561706543,2109.565657871862,1925.3450991155903,,,,,,,,,is_transition
